"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"43","K043","Casanova2009","Alphacoronavirus","Tegacovirus","TGEV","NA","25",25,"100","100","6","Reagent-grade water  turbidity 0.1 NTU","Reagent-grade water ","Liquid medium","5 ml (104,5 MPN/ml) in 45 ml","Cellular infectivity by cytopathic effect (CPE) in swine testicular cells ","Multiple","Fig_Casanova2009_1a.JPG","Figure 1a","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Survival of surrogate coronaviruses in water. Water research43, 1893-1898, doi:10.1016/j.watres.2009.02.002 (2009)","10.1016/j.watres.2009.02.002","2.4153784530554598",7,261.011629521291,39.482844012389,0.151268524260021,2.4166598580065,3,3,1,10
"44","K044","Casanova2009","Alphacoronavirus","Tegacovirus","TGEV","NA","25",25,"100","100","7.5","Lake water turbidity 1.73 NTU","Lake water ","Liquid medium","5 ml (105 MPN/ml) in 45 ml","Cellular infectivity by cytopathic effect (CPE) in swine testicular (ST) cells ","Multiple","Fig_Casanova2009_2a.JPG","Figure 2a","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Survival of surrogate coronaviruses in water. Water research43, 1893-1898, doi:10.1016/j.watres.2009.02.002 (2009)","10.1016/j.watres.2009.02.002","2.0792077043463602",3,123.267568444236,93.1074118510425,0.755327723473048,2.09084882924456,1,3,1,4
"45","K045","Casanova2009","Betacoronavirus","Embecovirus","MHV","NA","25",25,"100","100","6","Reagent-grade water  turbidity 0.1 NTU","Reagent-grade water ","Liquid medium","5 ml (106,5 MPN/ml) in 45 ml","Cellular infectivity by cytopathic effect (CPE) in delayed brain tumor (DBT) cells ","Multiple","Fig_Casanova2009_1a.JPG","Figure 1a","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Survival of surrogate coronaviruses in water. Water research43, 1893-1898, doi:10.1016/j.watres.2009.02.002 (2009)","10.1016/j.watres.2009.02.002","2.3261930197931502",7,212.956414071606,3.79799475478163,0.0178346107645509,2.32829072519847,3,3,4,13
"46","K046","Casanova2009","Betacoronavirus","Embecovirus","MHV","NA","25",25,"100","100","7.5","Lake water turbidity 1.73 NTU","Lake water ","Liquid medium","5 ml (106,9 MPN/ml) in 45 ml","Cellular infectivity by cytopathic effect (CPE) in delayed brain tumor (DBT) cells ","Multiple","Fig_Casanova2009_2a.JPG","Figure 2a","Casanova, L., Rutala, W. A., Weber, D. J. & Sobsey, M. D. Survival of surrogate coronaviruses in water. Water research43, 1893-1898, doi:10.1016/j.watres.2009.02.002 (2009)","10.1016/j.watres.2009.02.002","2.1060108124702599",3,132.888379395311,13.1336302207195,0.098832044460788,2.12348700513275,1,3,4,7
"47","K047","Bucknall1972","Alphacoronavirus","Duvinacovirus ","HCoV","229E","33",33,"100","100","7.4","HDCS WI38 culture maintenance medium containing 2 % fetal calf serum","Liquid culture medium","Liquid medium","NA","Cellular infectivity by cytopathic effect (CPE) in human diploid cell strain (HDCS) WI38 cells ","Unique","Fig_Bucknall1972_1a.jpg","Figure 1a","Bucknall, R., King, L., Kapikian, A. & Chanock, R. Studies With Human Coronaviruses 11. Some Properties of Strains 22YE and OC43 (36224). P.S.E.B.M139, doi:10.3181%2F00379727-139-36224 (1972)","10.3181%2F00379727-139-36224","0.74225980879084097",5,5.53592285001956,0.934647688073587,0.16883322137885,0.743190029056314,2,1,1,3
"48","K048","Bucknall1972","Alphacoronavirus","Duvinacovirus ","HCoV","229E","37",37,"100","100","7.4","HDCS WI38 culture maintenance medium containing 2 % fetal calf serum","Liquid culture medium","Liquid medium","NA","Cellular infectivity by cytopathic effect (CPE) in human diploid cell strain (HDCS) WI38 cells ","Unique","Fig_Bucknall1972_1b.jpg","Figure 1b","Bucknall, R., King, L., Kapikian, A. & Chanock, R. Studies With Human Coronaviruses 11. Some Properties of Strains 22YE and OC43 (36224). P.S.E.B.M139, doi:10.3181%2F00379727-139-36224 (1972)","10.3181%2F00379727-139-36224","0.691647692961748",5,4.97881577404331,0.853549422766383,0.171436233334099,0.69712605682444,2,1,1,3
"49","K049","Bucknall1972","Betacoronavirus","Embecovirus","HCoV","OC43 ","33",33,"100","100","7.4","HDCS WI38 culture maintenance medium containing 2 % fetal calf serum","Liquid culture medium","Liquid medium","NA","Cellular infectivity by hemadsorption in human diploid cell strain (HDCS) WI38 cells ","Unique","Fig_Bucknall1972_1a.jpg","Figure 1a","Bucknall, R., King, L., Kapikian, A. & Chanock, R. Studies With Human Coronaviruses 11. Some Properties of Strains 22YE and OC43 (36224). P.S.E.B.M139, doi:10.3181%2F00379727-139-36224 (1972)","10.3181%2F00379727-139-36224","1.26618298711321",7,18.5604296744844,2.3685529504982,0.127613045173966,1.26858802592905,3,1,1,4
"50","K050","Bucknall1972","Betacoronavirus","Embecovirus","HCoV","OC43 ","37",37,"100","100","7.4","HDCS WI38 culture maintenance medium containing 2 % fetal calf serum","Liquid culture medium","Liquid medium","NA","Cellular infectivity by hemadsorption in  human diploid cell strain (HDCS) WI38 cells ","Unique","Fig_Bucknall1972_1b.jpg","Figure 1b","Bucknall, R., King, L., Kapikian, A. & Chanock, R. Studies With Human Coronaviruses 11. Some Properties of Strains 22YE and OC43 (36224). P.S.E.B.M139, doi:10.3181%2F00379727-139-36224 (1972)","10.3181%2F00379727-139-36224","1.0942846320758",6,12.4246772402142,0.999500699702771,0.0804448019355986,1.09428511574625,3,1,4,7
"51","K051","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","20",20,"40","40","NA","Droplets of 5µL on surface","Plastic","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1A","Figure 1a","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.23319368985167",8,14.5993194305202,1.49987057918903,0.102735650543649,1.1643326109585,4,3,1,13
"52","K052","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","30",30,"30","30","NA","Droplets of 5µL on surface","Plastic","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1A","Figure 1a","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.04096065484036",5,9.89789407038783,2.36710592098253,0.2391524807347,0.995542801577359,2,3,1,7
"53","K053","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","30",30,"80","80","NA","Droplets of 5µL on surface","Plastic","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1A","Figure 1a","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.01605767767434",5,4.60479809120365,0.221731457992861,0.0481522650073246,0.663210592231343,2,3,4,10
"54","K054","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","20",20,"40","40","NA","Droplets of 5µL on surface","Stainless steel","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1B","Figure 1b","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.20770468196273",8,14.5085648655522,1.59358235229763,0.109837352423553,1.16162445573227,4,3,1,13
"55","K055","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","30",30,"30","30","NA","Droplets of 5µL on surface","Stainless steel","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1B","Figure 1b","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.0381574566871701",5,10.5778188716021,2.54307344814171,0.240415673496642,1.02439612614135,2,3,1,7
"56","K056","VanDoremalen2013","Betacoronavirus","Sarbecovirus","MERS","HCoV-EMC/2012 ","30",30,"80","80","NA","Droplets of 5µL on surface","Stainless steel","Non-porous surface","100 µL (106 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_VanDoremalen2013_1B","Figure 1b","Van Doremalen, N., Bushmaker, T. & Munster, V. J. Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions. Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin18, doi:10.2807/1560-7917.es2013.18.38.20590 (2013)","10.2807/1560-7917.es2013.18.38.20590","1.02488453412491",6,9.01238090516697,2.45702909978433,0.272628190667758,0.95483953874601,3,3,1,10
"57","K057","Chan2011","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","28",28,"95","95","NA","Plastic","Plastic","Non-porous surface","10 µL (107 TCID50 per ml)","Cellular infectivity by cytopathic effect (CPE) in Foetal monkey kidney cells (FRhK- 4)","Multiple","Fig_Chan2011_2a.JPG","Figure 2a","Chan, K. H. et al. The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus. Advances in virology2011, 734690, doi:10.1155/2011/734690 (2011)","10.1155/2011/734690","1.44498461722726",5,30.6669965140919,3.01564579677393,0.0983352182985443,1.48667124382631,2,3,4,10
"58","K058","Chan2011","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","33",33,"95","95","NA","Plastic","Plastic","Non-porous surface","10 µL (107 TCID50 per ml)","Cellular infectivity by cytopathic effect (CPE) in Foetal monkey kidney cells (FRhK- 4)","Multiple","Fig_Chan2011_2a.JPG","Figure 2a","Chan, K. H. et al. The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus. Advances in virology2011, 734690, doi:10.1155/2011/734690 (2011)","10.1155/2011/734690","1.38026582532029",5,24.8771119115727,4.12676001917367,0.165885816401941,1.39579995987442,2,3,1,7
"59","K059","Chan2011","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","38",38,"95","95","NA","Plastic","Plastic","Non-porous surface","10 µL (107 TCID50 per ml)","Cellular infectivity by cytopathic effect (CPE) in Foetal monkey kidney cells (FRhK- 4)","Multiple","Fig_Chan2011_2a.JPG","Figure 2a","Chan, K. H. et al. The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus. Advances in virology2011, 734690, doi:10.1155/2011/734690 (2011)","10.1155/2011/734690","0.83934979938691001",5,8.01094623169408,2.58413472951941,0.322575467963532,0.90368381682489,2,3,1,7
"60","K060","Chan2011","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","33",33,"85","85","NA","Plastic","Plastic","Non-porous surface","10 µL (107 TCID50 per ml)","Cellular infectivity by cytopathic effect (CPE) in Foetal monkey kidney cells (FRhK- 4)","Multiple","Fig_Chan2011_2b.JPG","Figure 2b","Chan, K. H. et al. The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus. Advances in virology2011, 734690, doi:10.1155/2011/734690 (2011)","10.1155/2011/734690","1.4346735278431",5,30.1353898281234,11.1178735326052,0.368930801825221,1.47907681382642,2,3,1,7
"61","K061","Chan2011","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","38",38,"85","85","NA","Plastic","Plastic","Non-porous surface","10 µL (107 TCID50 per ml)","Cellular infectivity by cytopathic effect (CPE) in Foetal monkey kidney cells (FRhK- 4)","Multiple","Fig_Chan2011_2b.JPG","Figure 2b","Chan, K. H. et al. The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus. Advances in virology2011, 734690, doi:10.1155/2011/734690 (2011)","10.1155/2011/734690","1.06603979852376",5,11.842786546444,0.912386545716212,0.0770415427262914,1.07345390165702,2,3,4,10
"62","K062","Lai2005","Betacoronavirus","Sarbecovirus","SARS-CoV-1","GVU6109","20",20,"100","100","NA","Viral Transport Medium (VTM)","Liquid culture medium","Liquid medium","50 µL (7 log10 TCID60/ml) with 450 µL of dilutions of the hypochlorite solution","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Lai2005_1.jpg","Figure 1","Lai, M. Y. Y., Cheng, P. K. C. & Lim, W. W. L. Survival of Severe Acute Respiratory Syndrome Coronavirus. Infectious Diseases Society of America41, 67-71, doi:10.1086/433186 (2005)","10.1086/433186","1.6557387851282901",11,45.0695416597835,4.36796166284215,0.0969160435625148,1.65388314148258,4,1,4,8
"63","K063","Lai2005","Betacoronavirus","Sarbecovirus","SARS-CoV-1","GVU6109","20",20,"100","100","NA","Nasopharyngeal aspirate (NPA)","Biological specimen","Liquid medium","50 µL (7 log10 TCID60/ml) with 450 µL of dilutions of the hypochlorite solution","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Lai2005_2.JPG","Figure 2","Lai, M. Y. Y., Cheng, P. K. C. & Lim, W. W. L. Survival of Severe Acute Respiratory Syndrome Coronavirus. Infectious Diseases Society of America41, 67-71, doi:10.1086/433186 (2005)","10.1086/433186","1.5516552331370499",8,37.7729392887298,3.0445551060837,0.080601487822053,1.57718078062337,4,1,4,8
"64","K064","Lai2005","Betacoronavirus","Sarbecovirus","SARS-CoV-1","GVU6109","20",20,"100","100","NA","Throat and nasal swab (TNS)","Biological specimen","Liquid medium","50 µL (7 log10 TCID60/ml) with 450 µL of dilutions of the hypochlorite solution","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Lai2005_2.JPG","Figure 2","Lai, M. Y. Y., Cheng, P. K. C. & Lim, W. W. L. Survival of Severe Acute Respiratory Syndrome Coronavirus. Infectious Diseases Society of America41, 67-71, doi:10.1086/433186 (2005)","10.1086/433186","1.57550212539847",8,30.1807396661398,2.97814970576093,0.0986771609544796,1.47972987920984,4,1,4,8
"65","K065","Lai2005","Betacoronavirus","Sarbecovirus","SARS-CoV-1","GVU6109","20",20,"100","100","NA","Viral Transport Medium (VTM) ","Liquid culture medium","Liquid medium","50 µL (7 log10 TCID60/ml) with 450 µL of dilutions of the hypochlorite solution","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Lai2005_2.JPG","Figure 2","Lai, M. Y. Y., Cheng, P. K. C. & Lim, W. W. L. Survival of Severe Acute Respiratory Syndrome Coronavirus. Infectious Diseases Society of America41, 67-71, doi:10.1086/433186 (2005)","10.1086/433186","1.41410852001015",9,43.7164721795028,4.32607699737015,0.0989575961117581,1.64064510810858,4,1,4,8
"66","K066","Lai2005","Betacoronavirus","Sarbecovirus","SARS-CoV-1","GVU6109","4",4,"100","100","NA","Nasopharyngeal aspirate (NPA)","Biological specimen","Liquid medium","50 µL (7 log10 TCID60/ml) with 450 µL of dilutions of the hypochlorite solution","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Lai2005_2.JPG","Figure 2","Lai, M. Y. Y., Cheng, P. K. C. & Lim, W. W. L. Survival of Severe Acute Respiratory Syndrome Coronavirus. Infectious Diseases Society of America41, 67-71, doi:10.1086/433186 (2005)","10.1086/433186","2.29941540221028",18,198.008455596987,20.76285009055,0.104858401263476,2.2966837364267,4,1,1,5
"67","K067","Saknimit1988","Betacoronavirus","Embecovirus","MHV","MHV-2","40",40,"100","100","NA","MEM containing 2% FCS ","Liquid culture medium","Liquid medium","1 ml of virus suspension (unknown concentration)","Cellular infectivity in DBT cells (PFU) ","Multiple","Table_Saknimit1989_3","Table 3","Saknimit, M., Inatsuki, I., Sugiyama, Y. & Yagami, K.-i. Virucidal efficacy of physico-chemical treatments against coronaviruses and parvoviruses of laboratory animals. Exp. Anim.37, 341-345, doi:10.1538/expanim1978.37.3_341 (1988).","10.1538/expanim1978.37.3_341","-1.53781909507327",4,10.2717948265828,27.8313124276257,2.70948874052662,1.01164633601948,2,3,1,7
"68","K068","Saknimit1988","Betacoronavirus","Embecovirus","MHV","MHV-N","40",40,"100","100","NA","MEM containing 2% FCS ","Liquid culture medium","Liquid medium","1 ml of virus suspension (unknown concentration)","Cellular infectivity in DBT cells (PFU) ","Multiple","Table_Saknimit1989_3","Table 3","Saknimit, M., Inatsuki, I., Sugiyama, Y. & Yagami, K.-i. Virucidal efficacy of physico-chemical treatments against coronaviruses and parvoviruses of laboratory animals. Exp. Anim.37, 341-345, doi:10.1538/expanim1978.37.3_341 (1988).","10.1538/expanim1978.37.3_341","-2.2360331471176398",4,2.35259572153539,1.59636405288151,0.678554346702488,0.371547302870341,2,3,1,7
"69","K069","Saknimit1988","Alphacoronavirus","Tegacovirus","CCV","I-71 ","60",60,"100","100","NA","MEM containing 2% Fetal Calf Serum (FCS) ","Liquid culture medium","Liquid medium","1 ml of virus suspension (unknown concentration)","CRFK cells (PFU) ","Unique","Table_Saknimit1989_3","Table 3","Saknimit, M., Inatsuki, I., Sugiyama, Y. & Yagami, K.-i. Virucidal efficacy of physico-chemical treatments against coronaviruses and parvoviruses of laboratory animals. Exp. Anim.37, 341-345, doi:10.1538/expanim1978.37.3_341 (1988).","10.1538/expanim1978.37.3_341","-1.4354803303538199",4,0.208698007089918,0.0886773780382725,0.424907641787234,-0.680481698102654,2,1,1,3
